5.29273022810618,40.8799,10.0,1.0,128.0,largeVis,,,0.0,50.0,aws
2.85108488798141,17.6612,10.0,0.0,128.0,largeVis,,,0.0,50.0,aws
7.68874518076579,46.15,10.0,2.0,128.0,largeVis,,,0.0,50.0,aws
9.76371101140976,46.9947,10.0,3.0,128.0,largeVis,,,0.0,50.0,aws
20.2966317772865,45.1727,20.0,1.0,128.0,largeVis,,,0.0,50.0,aws
20.0944904446602,26.7312,20.0,0.0,128.0,largeVis,,,0.0,50.0,aws
63.4792397419612,47.4277,20.0,2.0,128.0,largeVis,,,0.0,50.0,aws
285.544078969955,47.7064,20.0,3.0,128.0,largeVis,,,0.0,50.0,aws
3.86584047079086,21.8392,10.0,1.0,10.0,largeVis,,,0.0,50.0,aws
3.76119988361994,29.6121,10.0,1.0,20.0,largeVis,,,0.0,50.0,aws
3.81716974576314,34.4914,10.0,1.0,50.0,largeVis,,,0.0,50.0,aws
4.26546925703684,38.1183,10.0,1.0,80.0,largeVis,,,0.0,50.0,aws
137.881039484342,42.7876,10.0,1.0,256.0,largeVis,,,0.0,50.0,aws
4.94964178403219,33.8965,20.0,1.0,10.0,largeVis,,,0.0,50.0,aws
4.01750285228094,38.6564,20.0,1.0,20.0,largeVis,,,0.0,50.0,aws
4.39899314244588,41.5848,20.0,1.0,50.0,largeVis,,,0.0,50.0,aws
5.61140673955282,43.6633,20.0,1.0,80.0,largeVis,,,0.0,50.0,aws
2.70727478663127,17.7211,10.0,0.0,200.0,largeVis,,,0.0,50.0,aws
5.60216844081879,40.8258,10.0,1.0,200.0,largeVis,,,0.0,50.0,aws
7.70886796712875,46.1579,10.0,2.0,200.0,largeVis,,,0.0,50.0,aws
2.96702114343643,21.6721,20.0,0.0,100.0,largeVis,,,0.0,50.0,aws
5.57664784590403,43.6552,20.0,1.0,100.0,largeVis,,,0.0,50.0,aws
7.72134997844696,47.0523,20.0,2.0,100.0,largeVis,,,0.0,50.0,aws
3.79345188935598,25.6385,40.0,0.0,50.0,largeVis,,,0.0,50.0,aws
6.24947826464971,45.4021,40.0,1.0,50.0,largeVis,,,0.0,50.0,aws
8.28499279022217,47.5737,40.0,2.0,50.0,largeVis,,,0.0,50.0,aws
5.40666537284851,29.2062,80.0,0.0,25.0,largeVis,,,0.0,50.0,aws
7.80565752188365,46.4703,80.0,1.0,25.0,largeVis,,,0.0,50.0,aws
10.0896584630013,47.9055,80.0,2.0,25.0,largeVis,,,0.0,50.0,aws
12.1197383999825,48.0492,80.0,3.0,25.0,largeVis,,,0.0,50.0,aws
0.287646106878916,2.5797,2.0,0.0,50.0,largeVis,,,0.0,50.0,aws
0.383388312657674,3.5681,2.0,0.0,100.0,largeVis,,,0.0,50.0,aws
0.938477373123169,6.4624,2.0,0.0,250.0,largeVis,,,0.0,50.0,aws
2.30237025022507,8.1039,2.0,1.0,50.0,largeVis,,,0.0,50.0,aws
2.32871174812317,12.0453,2.0,1.0,100.0,largeVis,,,0.0,50.0,aws
3.01287058591843,19.7042,2.0,1.0,250.0,largeVis,,,0.0,50.0,aws
4.63482789993286,25.0911,2.0,2.0,50.0,largeVis,,,0.0,50.0,aws
4.89905060529709,29.9688,2.0,2.0,100.0,largeVis,,,0.0,50.0,aws
5.12887110710144,35.5699,2.0,2.0,250.0,largeVis,,,0.0,50.0,aws
6.75619138876597,38.3059,2.0,3.0,50.0,largeVis,,,0.0,50.0,aws
7.02795319954554,39.8179,2.0,3.0,100.0,largeVis,,,0.0,50.0,aws
7.50965259869893,41.779,2.0,3.0,250.0,largeVis,,,0.0,50.0,aws
0.961198544502258,8.784,4.0,0.0,125.0,largeVis,,,0.0,50.0,aws
3.46684076786041,29.255,4.0,1.0,125.0,largeVis,,,0.0,50.0,aws
5.83126898209254,41.9534,4.0,2.0,125.0,largeVis,,,0.0,50.0,aws
7.7729537208875,45.0353,4.0,3.0,125.0,largeVis,,,0.0,50.0,aws
0.347162381807963,4.2428,5.0,0.0,20.0,largeVis,,,0.0,50.0,aws
0.473257076740265,5.8107,5.0,0.0,40.0,largeVis,,,0.0,50.0,aws
0.720995450019836,7.9322,5.0,0.0,100.0,largeVis,,,0.0,50.0,aws
3.3141141017278,17.3537,5.0,1.0,20.0,largeVis,,,0.0,50.0,aws
3.1822833776474,23.8206,5.0,1.0,40.0,largeVis,,,0.0,50.0,aws
3.40543403228124,28.8397,5.0,1.0,100.0,largeVis,,,0.0,50.0,aws
5.66031446456909,38.0701,5.0,2.0,20.0,largeVis,,,0.0,50.0,aws
5.64135907491048,40.7601,5.0,2.0,40.0,largeVis,,,0.0,50.0,aws
5.56257713635763,42.3512,5.0,2.0,100.0,largeVis,,,0.0,50.0,aws
8.0582789738973,44.2839,5.0,3.0,20.0,largeVis,,,0.0,50.0,aws
7.70827804406484,44.8884,5.0,3.0,40.0,largeVis,,,0.0,50.0,aws
7.58721491495768,45.278,5.0,3.0,100.0,largeVis,,,0.0,50.0,aws
